Question	Answer	Rank	Point	Judge
Q399_R43	Q399_R43_C4	2	0.0052511334754135	True
Q399_R43	Q399_R43_C5	7	-0.5628843201379847	False
Q399_R43	Q399_R43_C6	10	-0.892409812660039	False
Q399_R43	Q399_R43_C7	3	-0.0493035453098369	False
Q399_R43	Q399_R43_C8	6	-0.5112793501136648	False
Q399_R43	Q399_R43_C9	1	0.1120257988892488	True
Q399_R43	Q399_R43_C10	8	-0.6183673814293693	False
Q399_R48	Q399_R48_C1	6	-0.935860319080384	False
Q399_R48	Q399_R48_C2	2	-0.8568826584488338	False
Q399_R48	Q399_R48_C3	9	-0.9590936525930822	False
Q399_R48	Q399_R48_C4	5	-0.9287105839123178	False
Q399_R48	Q399_R48_C5	4	-0.8837032988200344	False
Q399_R48	Q399_R48_C6	1	-0.5783801490853184	False
Q399_R48	Q399_R48_C7	8	-0.9552130905172012	False
Q399_R48	Q399_R48_C8	10	-0.9635960511441496	False
Q399_R48	Q399_R48_C9	3	-0.8661876484748383	False
Q399_R48	Q399_R48_C10	7	-0.9434233515957012	False
Q400_R12	Q400_R12_C1	2	-0.5358490534784317	False
Q400_R12	Q400_R12_C2	10	-0.698758640983413	False
Q400_R12	Q400_R12_C3	6	-0.6259821413482816	False
Q400_R12	Q400_R12_C4	1	-0.2907863736791594	False
Q400_R12	Q400_R12_C5	3	-0.5585271316634748	False
Q400_R12	Q400_R12_C6	7	-0.6294549640221683	False
Q400_R12	Q400_R12_C7	9	-0.6562245041732158	False
Q400_R12	Q400_R12_C8	8	-0.6388834922266471	False
Q400_R12	Q400_R12_C9	4	-0.5782912193028811	False
Q400_R12	Q400_R12_C10	5	-0.6014671647577972	False
Q400_R17	Q400_R17_C1	4	-0.9110325928457704	False
Q400_R17	Q400_R17_C2	1	-0.8087048067009976	False
Q400_R17	Q400_R17_C3	7	-0.9303976475010842	False
Q400_R17	Q400_R17_C4	2	-0.8560433635196418	False
Q400_R17	Q400_R17_C5	3	-0.878682881779645	False
Q400_R17	Q400_R17_C6	10	-0.9462382730312616	False
Q400_R17	Q400_R17_C7	8	-0.9391686759428372	False
Q400_R17	Q400_R17_C8	5	-0.917776093356608	False
Q400_R17	Q400_R17_C9	6	-0.9284373853737506	False
Q400_R17	Q400_R17_C10	9	-0.939863823195206	False
Q400_R37	Q400_R37_C1	1	0.5024419784038741	True
Q400_R37	Q400_R37_C2	8	-0.796525909548957	False
Q400_R37	Q400_R37_C3	10	-0.88859682629182	False
Q400_R37	Q400_R37_C4	2	-0.0667290238231635	False
Q400_R37	Q400_R37_C5	9	-0.8025527121449054	False
Q400_R37	Q400_R37_C6	4	-0.6895638773763777	False
Q400_R37	Q400_R37_C7	3	-0.6458703177261007	False
Q400_R37	Q400_R37_C8	7	-0.77446623435411	False
Q400_R37	Q400_R37_C9	5	-0.72984500717612	False
Q400_R37	Q400_R37_C10	6	-0.7664951907969033	False
Q400_R52	Q400_R52_C1	2	3.130351770019857e-05	True
Q400_R52	Q400_R52_C2	1	0.0630778541279155	True
Q400_R52	Q400_R52_C3	10	-0.8344629680815749	False
Q400_R52	Q400_R52_C4	3	-0.1330025533524361	False
Q400_R52	Q400_R52_C5	8	-0.6703586280066587	False
Q400_R52	Q400_R52_C6	6	-0.6515557165597423	False
Q400_R52	Q400_R52_C7	4	-0.200747471819719	False
Q400_R52	Q400_R52_C8	7	-0.6596544342299455	False
Q400_R52	Q400_R52_C9	5	-0.5552483456203661	False
Q400_R52	Q400_R52_C10	9	-0.6975686059247406	False
Q400_R62	Q400_R62_C1	5	-0.7862930384382758	False
Q400_R62	Q400_R62_C2	10	-0.8569973041586456	False
Q400_R62	Q400_R62_C3	4	-0.6904305781901714	False
Q400_R62	Q400_R62_C4	2	-0.4594938137872941	False
Q400_R62	Q400_R62_C5	8	-0.8454569745213347	False
Q400_R62	Q400_R62_C6	9	-0.8528053908780875	False
Q400_R62	Q400_R62_C7	3	-0.6860936123939998	False
Q400_R62	Q400_R62_C8	7	-0.7899444387426411	False
Q400_R62	Q400_R62_C9	1	0.1425613413870681	True
Q400_R62	Q400_R62_C10	6	-0.7869421948509454	False
Q401_R7	Q401_R7_C1	6	-0.60667173207622	False
Q401_R7	Q401_R7_C2	4	-0.5755784619094761	False
Q401_R7	Q401_R7_C3	1	0.9694413182118478	True
Q401_R7	Q401_R7_C4	2	-0.4173392077288911	False
Q401_R7	Q401_R7_C5	3	-0.5357452714087554	False
Q401_R7	Q401_R7_C6	8	-0.6900754381956182	False
Q401_R7	Q401_R7_C7	9	-0.732144712010905	False
Q401_R7	Q401_R7_C8	5	-0.5985415635206746	False
Q401_R7	Q401_R7_C9	7	-0.6203320700636976	False
Q401_R7	Q401_R7_C10	10	-0.7506211838227079	False
Q401_R64	Q401_R64_C1	1	0.944296351887882	True
Q401_R64	Q401_R64_C2	3	-0.3627284130862475	False
Q401_R64	Q401_R64_C3	9	-0.9292537331478244	False
Q401_R64	Q401_R64_C4	10	-0.9295477042077542	False
Q401_R64	Q401_R64_C5	8	-0.9160340486889672	False
Q401_R64	Q401_R64_C6	4	-0.818983734842355	False
Q401_R64	Q401_R64_C7	2	-0.3111616752922531	False
Q401_R64	Q401_R64_C8	7	-0.8720985423728007	False
Q401_R64	Q401_R64_C9	6	-0.8499154438266416	False
Q401_R64	Q401_R64_C10	5	-0.8417999318554981	False
Q402_R29	Q402_R29_C1	6	-0.9287254092226354	False
Q402_R29	Q402_R29_C2	7	-0.947847004858317	False
Q402_R29	Q402_R29_C3	10	-0.9781140015712556	False
Q402_R29	Q402_R29_C4	2	-0.8968455855997399	False
Q402_R29	Q402_R29_C5	8	-0.9534925128052092	False
Q402_R29	Q402_R29_C6	9	-0.9768783971080915	False
Q402_R29	Q402_R29_C7	3	-0.9166700894748004	False
Q402_R29	Q402_R29_C8	1	-0.7872529393764067	False
Q402_R29	Q402_R29_C9	5	-0.9226863135223372	False
Q402_R29	Q402_R29_C10	4	-0.9190040159618612	False
Q402_R60	Q402_R60_C1	8	-0.7287579186576973	False
Q402_R60	Q402_R60_C2	3	-0.6700720761245149	False
Q402_R60	Q402_R60_C3	5	-0.6889134639687473	False
Q402_R60	Q402_R60_C4	10	-0.8040477039414564	False
Q402_R60	Q402_R60_C5	9	-0.7522113805443311	False
Q402_R60	Q402_R60_C6	4	-0.6855492379938801	False
Q402_R60	Q402_R60_C7	2	-0.6331512292172012	False
Q402_R60	Q402_R60_C8	1	-0.5915349471027194	False
Q402_R60	Q402_R60_C9	7	-0.7044181870735693	False
Q402_R60	Q402_R60_C10	6	-0.6952736089715259	False
Q402_R71	Q402_R71_C1	4	-0.6353746137321439	False
Q402_R71	Q402_R71_C2	8	-0.8537410345208336	False
Q402_R71	Q402_R71_C3	7	-0.751505947008718	False
Q402_R71	Q402_R71_C4	2	-0.4450410669485471	False
Q402_R71	Q402_R71_C5	9	-0.9166187539035132	False
Q402_R71	Q402_R71_C6	3	-0.5751375128623606	False
Q402_R71	Q402_R71_C7	6	-0.7228605652289373	False
Q402_R71	Q402_R71_C8	1	-0.1722534036859459	False
Q402_R71	Q402_R71_C9	10	-0.993831573611603	False
Q402_R71	Q402_R71_C10	5	-0.7193589002219078	False
Q402_R78	Q402_R78_C1	6	-0.499418463394412	False
Q402_R78	Q402_R78_C2	7	-0.5758084304203392	False
Q402_R78	Q402_R78_C3	9	-0.6944837831908808	False
Q402_R78	Q402_R78_C4	3	-0.1892121265991017	False
Q402_R78	Q402_R78_C5	1	0.7181770142954496	True
Q402_R78	Q402_R78_C6	10	-0.7564921591202598	False
Q402_R78	Q402_R78_C7	8	-0.6605970013900622	False
Q402_R78	Q402_R78_C8	4	-0.2725526397740601	False
Q402_R78	Q402_R78_C9	5	-0.4176351879784508	False
Q402_R78	Q402_R78_C10	2	-0.0791359128847017	False
Q403_R7	Q403_R7_C1	7	-0.8574159028156021	False
Q403_R7	Q403_R7_C2	6	-0.7740654943414971	False
Q403_R7	Q403_R7_C3	6	-0.7740654943414971	False
Q403_R7	Q403_R7_C4	3	0.8181177379992268	True
Q403_R7	Q403_R7_C5	10	-0.9976916545012824	False
Q403_R7	Q403_R7_C6	1	0.9966308825967708	True
Q403_R7	Q403_R7_C7	4	-0.6543501516935342	False
Q403_R7	Q403_R7_C8	2	0.8879109833332242	True
Q403_R7	Q403_R7_C9	9	-0.9949230269670472	False
Q403_R7	Q403_R7_C10	8	-0.8799137350263089	False
Q403_R24	Q403_R24_C1	1	0.0399013812103083	True
Q403_R24	Q403_R24_C2	5	-0.5889031725840752	False
Q403_R24	Q403_R24_C3	3	-0.1327600381916207	False
Q403_R24	Q403_R24_C4	8	-0.7670571169523088	False
Q403_R24	Q403_R24_C5	9	-0.7778681661174087	False
Q403_R24	Q403_R24_C6	10	-0.7791819297698732	False
Q403_R24	Q403_R24_C7	6	-0.6379468998623983	False
Q403_R24	Q403_R24_C8	4	-0.1685012119472891	False
Q403_R24	Q403_R24_C9	7	-0.7265194599486116	False
Q403_R24	Q403_R24_C10	2	-0.1292814985567992	False
Q403_R29	Q403_R29_C1	7	-0.9543447272056812	False
Q403_R29	Q403_R29_C2	3	-0.1761643078624551	False
Q403_R29	Q403_R29_C3	9	-0.9669733872299572	False
Q403_R29	Q403_R29_C4	4	-0.8085431530985863	False
Q403_R29	Q403_R29_C5	1	0.8288096798097211	True
Q403_R29	Q403_R29_C6	10	-0.9822665155529502	False
Q403_R29	Q403_R29_C7	2	-0.1486246454879789	False
Q403_R29	Q403_R29_C8	8	-0.9665575115437725	False
Q403_R29	Q403_R29_C9	5	-0.9193268516024138	False
Q403_R29	Q403_R29_C10	6	-0.9246434650551538	False
Q403_R48	Q403_R48_C1	10	-0.9248203134948036	False
Q403_R48	Q403_R48_C2	3	-0.6797933489615615	False
Q403_R48	Q403_R48_C3	9	-0.8775172994505485	False
Q403_R48	Q403_R48_C4	8	-0.8766514335440871	False
Q403_R48	Q403_R48_C5	6	-0.8374650466623765	False
Q403_R48	Q403_R48_C6	1	-0.214502432154442	False
Q403_R48	Q403_R48_C7	2	-0.4383287138211624	False
Q403_R48	Q403_R48_C8	5	-0.7937803362694218	False
Q403_R48	Q403_R48_C9	7	-0.8706086554965589	False
Q403_R48	Q403_R48_C10	4	-0.6895833994558613	False
Q404_R88	Q404_R88_C1	9	-0.8377775915944881	False
Q404_R88	Q404_R88_C2	5	-0.7322582970413842	False
Q404_R88	Q404_R88_C3	1	-0.2005417488787428	False
Q404_R88	Q404_R88_C4	4	-0.7057851809121594	False
Q404_R88	Q404_R88_C5	2	-0.2477457829532285	False
Q404_R88	Q404_R88_C6	8	-0.8281995338992718	False
Q404_R88	Q404_R88_C7	6	-0.7904527615087227	False
Q404_R88	Q404_R88_C8	10	-0.8573114296906272	False
Q404_R88	Q404_R88_C9	7	-0.8190850237404064	False
Q404_R88	Q404_R88_C10	3	-0.3987248676411958	False
Q404_R89	Q404_R89_C1	10	-0.8536598607332784	False
Q404_R89	Q404_R89_C2	5	-0.7213661615587759	False
Q404_R89	Q404_R89_C3	8	-0.7671675643590687	False
Q404_R89	Q404_R89_C4	9	-0.8386618354304873	False
Q404_R89	Q404_R89_C5	2	-0.427055519722375	False
Q404_R89	Q404_R89_C6	3	-0.6582004139646662	False
Q404_R89	Q404_R89_C7	4	-0.6736986539443073	False
Q404_R89	Q404_R89_C8	7	-0.7486467594558643	False
Q404_R89	Q404_R89_C9	1	-0.0973792949504368	False
Q404_R89	Q404_R89_C10	6	-0.7399936570182266	False
Q404_R94	Q404_R94_C1	3	-0.903423254644018	False
Q404_R94	Q404_R94_C2	5	-0.91229879952975	False
Q404_R94	Q404_R94_C3	1	-0.8235082107532663	False
Q404_R94	Q404_R94_C4	6	-0.9473871496852312	False
Q404_R94	Q404_R94_C5	10	-0.9703884143434858	False
Q404_R94	Q404_R94_C6	2	-0.8837054554746953	False
Q404_R94	Q404_R94_C7	7	-0.9591308442723034	False
Q404_R94	Q404_R94_C8	9	-0.9701223289176816	False
Q404_R94	Q404_R94_C9	4	-0.911884965386355	False
Q404_R94	Q404_R94_C10	8	-0.960204648722026	False
Q404_R117	Q404_R117_C1	5	-0.8447730315760094	False
Q404_R117	Q404_R117_C2	10	-0.9594992876892876	False
Q404_R117	Q404_R117_C3	9	-0.9060102194646368	False
Q404_R117	Q404_R117_C4	8	-0.8933348294589405	False
Q404_R117	Q404_R117_C5	2	-0.7920272150323224	False
Q404_R117	Q404_R117_C6	6	-0.8540704115655031	False
Q404_R117	Q404_R117_C7	4	-0.8298876320920177	False
Q404_R117	Q404_R117_C8	1	-0.7423682163353815	False
Q404_R117	Q404_R117_C9	7	-0.8559480365581122	False
Q404_R117	Q404_R117_C10	3	-0.8176722998150359	False
Q405_R28	Q405_R28_C1	7	-0.7598606519272926	False
Q405_R28	Q405_R28_C2	8	-0.7626013930408853	False
Q405_R28	Q405_R28_C3	4	-0.6823925132542663	False
Q405_R28	Q405_R28_C4	6	-0.7097654085507259	False
Q405_R28	Q405_R28_C5	5	-0.693989315081424	False
Q405_R28	Q405_R28_C6	9	-0.7649981218942306	False
Q405_R28	Q405_R28_C7	1	-0.3012898649842994	False
Q405_R28	Q405_R28_C8	2	-0.4985643000214468	False
Q405_R28	Q405_R28_C9	10	-0.7707472987561892	False
Q405_R28	Q405_R28_C10	3	-0.6377743778678497	False
Q405_R62	Q405_R62_C1	7	-0.9622830764650344	False
Q405_R62	Q405_R62_C2	5	-0.9447449371396272	False
Q405_R62	Q405_R62_C3	6	-0.958683283733051	False
Q405_R62	Q405_R62_C4	8	-0.9632405405235616	False
Q405_R62	Q405_R62_C5	1	0.4118448299226223	True
Q405_R62	Q405_R62_C6	4	-0.8836127743646125	False
Q405_R62	Q405_R62_C7	3	-0.8014000589578432	False
Q405_R62	Q405_R62_C8	9	-0.9734072196654802	False
Q405_R62	Q405_R62_C9	10	-0.9851578864972468	False
Q405_R62	Q405_R62_C10	2	-0.7512783395212828	False
Q405_R74	Q405_R74_C1	3	-0.6857458002817587	False
Q405_R74	Q405_R74_C2	4	-0.7070187656819282	False
Q405_R74	Q405_R74_C3	1	-0.209220811530822	False
Q405_R74	Q405_R74_C4	7	-0.7982616732490755	False
Q405_R74	Q405_R74_C5	6	-0.7779582865919554	False
Q405_R74	Q405_R74_C6	10	-0.8415281448440997	False
Q405_R74	Q405_R74_C7	2	-0.4915655710067553	False
Q405_R74	Q405_R74_C8	5	-0.7088967213020485	False
Q405_R74	Q405_R74_C9	8	-0.8004133884842346	False
Q405_R74	Q405_R74_C10	9	-0.8411149650461556	False
Q405_R79	Q405_R79_C1	9	-0.7490556721266024	False
Q405_R79	Q405_R79_C2	3	-0.3148021291836658	False
Q405_R79	Q405_R79_C3	10	-0.835405952707813	False
Q405_R79	Q405_R79_C4	6	-0.6072776121819434	False
Q405_R79	Q405_R79_C5	2	-0.291000972420243	False
Q405_R79	Q405_R79_C6	1	-0.0320373124687912	False
Q405_R79	Q405_R79_C7	4	-0.545407131310899	False
Q405_R79	Q405_R79_C8	7	-0.6988187106738022	False
Q405_R79	Q405_R79_C9	8	-0.7072754365991805	False
Q405_R79	Q405_R79_C10	5	-0.5888347902905797	False
Q406_R78	Q406_R78_C1	3	-0.7117261645525295	False
Q406_R78	Q406_R78_C2	8	-0.9269704754198064	False
Q406_R78	Q406_R78_C3	6	-0.8895953157747196	False
Q406_R78	Q406_R78_C4	4	-0.8572871276172005	False
Q406_R78	Q406_R78_C5	7	-0.8970536336925325	False
Q406_R78	Q406_R78_C6	1	0.4739482271783042	True
Q406_R78	Q406_R78_C7	10	-0.989029536894484	False
Q406_R78	Q406_R78_C8	2	-0.6542928890398734	False
Q406_R78	Q406_R78_C9	9	-0.936015270086226	False
Q406_R78	Q406_R78_C10	5	-0.877316966598453	False
Q407_R3	Q407_R3_C1	5	-0.7105705886926907	False
Q407_R3	Q407_R3_C2	3	-0.6829129703119561	False
Q407_R3	Q407_R3_C3	2	-0.6812426143235613	False
Q407_R3	Q407_R3_C4	6	-0.7132540999700767	False
Q407_R3	Q407_R3_C5	7	-0.7256580397324621	False
Q407_R3	Q407_R3_C6	9	-0.8100250182444257	False
Q407_R3	Q407_R3_C7	10	-0.907652599437896	False
Q407_R3	Q407_R3_C8	8	-0.7764456327475677	False
Q407_R3	Q407_R3_C9	1	0.1230311210881527	True
Q407_R3	Q407_R3_C10	4	-0.6916107971678156	False
Q407_R12	Q407_R12_C1	5	-0.5615533025572941	False
Q407_R12	Q407_R12_C2	8	-0.6892513829824931	False
Q407_R12	Q407_R12_C3	9	-0.761749674917795	False
Q407_R12	Q407_R12_C4	10	-0.9443974770891556	False
Q407_R12	Q407_R12_C5	7	-0.6707368229095174	False
Q407_R12	Q407_R12_C6	1	0.2606218733873398	True
Q407_R12	Q407_R12_C7	4	-0.5433748645574752	False
Q407_R12	Q407_R12_C8	2	-0.3171296725073999	False
Q407_R12	Q407_R12_C9	3	-0.5179717459077158	False
Q407_R12	Q407_R12_C10	6	-0.5631435818099737	False
Q407_R26	Q407_R26_C1	3	-0.7166359676691261	False
Q407_R26	Q407_R26_C2	9	-0.8927223845803023	False
Q407_R26	Q407_R26_C3	6	-0.8340246644817342	False
Q407_R26	Q407_R26_C4	2	-0.5161738067691535	False
Q407_R26	Q407_R26_C5	8	-0.8628884801392962	False
Q407_R26	Q407_R26_C6	4	-0.746666568119351	False
Q407_R26	Q407_R26_C7	1	0.0764392897374226	True
Q407_R26	Q407_R26_C8	10	-0.8928669103873417	False
Q407_R26	Q407_R26_C9	5	-0.825783385674494	False
Q407_R26	Q407_R26_C10	7	-0.8344775372249287	False
Q407_R30	Q407_R30_C1	5	-0.1629146007353611	False
Q407_R30	Q407_R30_C2	3	-0.0693440961566675	False
Q407_R30	Q407_R30_C3	4	-0.1281787735376563	False
Q407_R30	Q407_R30_C4	10	-0.798876198209832	False
Q407_R30	Q407_R30_C5	7	-0.4312886559224589	False
Q407_R30	Q407_R30_C6	2	-0.0345608004093173	False
Q407_R30	Q407_R30_C7	1	-0.0294111799690313	False
Q407_R30	Q407_R30_C8	8	-0.457676811698275	False
Q407_R30	Q407_R30_C9	9	-0.6579440452225058	False
Q407_R30	Q407_R30_C10	6	-0.3525882113968324	False
Q407_R36	Q407_R36_C1	4	-0.1800471630161197	False
Q407_R36	Q407_R36_C2	6	-0.3670137336422236	False
Q407_R36	Q407_R36_C3	7	-0.4661006671737042	False
Q407_R36	Q407_R36_C4	5	-0.1944327371118746	False
Q407_R36	Q407_R36_C5	9	-0.5073396633156522	False
Q407_R36	Q407_R36_C6	3	0.049728612650814	True
Q407_R36	Q407_R36_C7	2	0.1192691814645374	True
Q407_R36	Q407_R36_C8	8	-0.4755404846092803	False
Q407_R36	Q407_R36_C9	1	0.3171571043586942	True
Q407_R36	Q407_R36_C10	10	-0.5416168432635373	False
Q407_R39	Q407_R39_C1	8	-0.4908886573994455	False
Q407_R39	Q407_R39_C2	7	-0.320488386524475	False
Q407_R39	Q407_R39_C3	4	-0.1350485443092254	False
Q407_R39	Q407_R39_C4	9	-0.5306152726867803	False
Q407_R39	Q407_R39_C5	2	-0.0740300627981987	False
Q407_R39	Q407_R39_C6	5	-0.159692542478837	False
Q407_R39	Q407_R39_C7	3	-0.1321944273949615	False
Q407_R39	Q407_R39_C8	6	-0.314228143105319	False
Q407_R39	Q407_R39_C9	1	0.1387765764279982	True
Q407_R39	Q407_R39_C10	10	-0.6841168955514514	False
Q407_R45	Q407_R45_C1	4	-0.5480533174304456	False
Q407_R45	Q407_R45_C2	9	-0.7242305332558481	False
Q407_R45	Q407_R45_C3	6	-0.6587216447087954	False
Q407_R45	Q407_R45_C4	10	-0.8756551019894181	False
Q407_R45	Q407_R45_C5	2	-0.2401256020158255	False
Q407_R45	Q407_R45_C6	1	0.0884333288779211	True
Q407_R45	Q407_R45_C7	7	-0.6661898041788765	False
Q407_R45	Q407_R45_C8	8	-0.6954781847730256	False
Q407_R45	Q407_R45_C9	5	-0.6459586720900281	False
Q407_R45	Q407_R45_C10	3	-0.4278622526556164	False
Q408_R10	Q408_R10_C1	5	-0.6523512314494795	False
Q408_R10	Q408_R10_C2	3	-0.6407604769015904	False
Q408_R10	Q408_R10_C3	4	-0.6438348535125764	False
Q408_R10	Q408_R10_C4	8	-0.6998458497447806	False
Q408_R10	Q408_R10_C5	9	-0.7057830848175828	False
Q408_R10	Q408_R10_C6	2	-0.5505606280511397	False
Q408_R10	Q408_R10_C7	6	-0.6718034485925934	False
Q408_R10	Q408_R10_C8	7	-0.6908829491590631	False
Q408_R10	Q408_R10_C9	10	-0.7163051065349832	False
Q408_R10	Q408_R10_C10	1	-0.2377749835626608	False
Q408_R33	Q408_R33_C1	4	-0.5260194137185081	False
Q408_R33	Q408_R33_C2	2	0.2131059719133543	True
Q408_R33	Q408_R33_C3	1	0.3911035723759655	True
Q408_R33	Q408_R33_C4	9	-0.8387502139148308	False
Q408_R33	Q408_R33_C5	8	-0.7873600868850268	False
Q408_R33	Q408_R33_C6	3	-0.2033712869051104	False
Q408_R33	Q408_R33_C7	7	-0.6242196787079175	False
Q408_R33	Q408_R33_C8	6	-0.6113506392213934	False
Q408_R33	Q408_R33_C9	5	-0.5581159924821673	False
Q408_R33	Q408_R33_C10	10	-0.93903132464151	False
Q409_R24	Q409_R24_C1	10	-0.8722492137430407	False
Q409_R24	Q409_R24_C2	4	-0.7826294369075784	False
Q409_R24	Q409_R24_C3	9	-0.8638919984789191	False
Q409_R24	Q409_R24_C4	3	-0.777866919169369	False
Q409_R24	Q409_R24_C5	1	-0.7060388230884074	False
Q409_R24	Q409_R24_C6	7	-0.8232719056106754	False
Q409_R24	Q409_R24_C7	5	-0.7895733573592669	False
Q409_R24	Q409_R24_C8	6	-0.8010563886609936	False
Q409_R24	Q409_R24_C9	8	-0.8287281579107735	False
Q409_R24	Q409_R24_C10	2	-0.7437172937496497	False
Q409_R58	Q409_R58_C1	8	-0.51611257370347	False
Q409_R58	Q409_R58_C2	9	-0.5385899249452648	False
Q409_R58	Q409_R58_C3	2	0.0327261687072417	True
Q409_R58	Q409_R58_C4	10	-0.7922888843310394	False
Q409_R58	Q409_R58_C5	6	-0.4467724666713024	False
Q409_R58	Q409_R58_C6	7	-0.4772387636115703	False
Q409_R58	Q409_R58_C7	3	0.0261435754839187	True
Q409_R58	Q409_R58_C8	4	-0.0455827711251035	False
Q409_R58	Q409_R58_C9	1	0.1784215313682915	True
Q409_R58	Q409_R58_C10	5	-0.2704543471125793	False
Q409_R75	Q409_R75_C1	9	-0.8465018676519209	False
Q409_R75	Q409_R75_C2	5	-0.6693161650964963	False
Q409_R75	Q409_R75_C3	1	-0.1841003686361433	False
Q409_R75	Q409_R75_C4	6	-0.7682329826650274	False
Q409_R75	Q409_R75_C5	3	-0.6050525407105889	False
Q409_R75	Q409_R75_C6	7	-0.7901348570436579	False
Q409_R75	Q409_R75_C7	8	-0.8163176153662877	False
Q409_R75	Q409_R75_C8	10	-0.879710408203715	False
Q409_R75	Q409_R75_C9	4	-0.6687083529423699	False
Q409_R75	Q409_R75_C10	2	-0.6020616079394525	False
Q410_R28	Q410_R28_C1	3	-0.7286011285494269	False
Q410_R28	Q410_R28_C2	5	-0.7863060375012294	False
Q410_R28	Q410_R28_C3	7	-0.8995932616167628	False
Q410_R28	Q410_R28_C4	1	-0.6490380736002686	False
Q410_R28	Q410_R28_C5	6	-0.8760228601679025	False
Q410_R28	Q410_R28_C6	2	-0.6989761758574091	False
Q410_R28	Q410_R28_C7	8	-0.9142437657299928	False
Q410_R28	Q410_R28_C8	9	-0.931434758041843	False
Q410_R28	Q410_R28_C9	4	-0.7684554215532067	False
Q410_R28	Q410_R28_C10	10	-0.948461514713417	False
Q410_R39	Q410_R39_C1	7	-0.5383063038347289	False
Q410_R39	Q410_R39_C2	1	-0.076868732877726	False
Q410_R39	Q410_R39_C3	8	-0.5433847699946119	False
Q410_R39	Q410_R39_C4	5	-0.4922138785687645	False
Q410_R39	Q410_R39_C5	4	-0.4873692719264155	False
Q410_R39	Q410_R39_C6	3	-0.4625076472093456	False
Q410_R39	Q410_R39_C7	2	-0.4321730344912282	False
Q410_R39	Q410_R39_C8	10	-0.5799134845833203	False
Q410_R39	Q410_R39_C9	9	-0.5532247870452258	False
Q410_R39	Q410_R39_C10	6	-0.5290817572086968	False
Q410_R60	Q410_R60_C1	5	-0.7710210564965696	False
Q410_R60	Q410_R60_C2	8	-0.8114431903486017	False
Q410_R60	Q410_R60_C3	7	-0.7772827554179782	False
Q410_R60	Q410_R60_C4	9	-0.8173120737649278	False
Q410_R60	Q410_R60_C5	4	-0.7627140041187539	False
Q410_R60	Q410_R60_C6	10	-0.8238365210433685	False
Q410_R60	Q410_R60_C7	1	-0.6820615618419863	False
Q410_R60	Q410_R60_C8	6	-0.7742736144946196	False
Q410_R60	Q410_R60_C9	2	-0.6940785760891564	False
Q410_R60	Q410_R60_C10	3	-0.7092360195798277	False
Q410_R63	Q410_R63_C1	4	-0.7957488737780132	False
Q410_R63	Q410_R63_C2	1	-0.536802651373816	False
Q410_R63	Q410_R63_C3	8	-0.880377615845656	False
Q410_R63	Q410_R63_C4	9	-0.9098720239620536	False
Q410_R63	Q410_R63_C5	2	-0.6479763298347327	False
Q410_R63	Q410_R63_C6	10	-0.9294182345099816	False
Q410_R63	Q410_R63_C7	7	-0.8758017247847767	False
Q410_R63	Q410_R63_C8	3	-0.718957783827022	False
Q410_R63	Q410_R63_C9	5	-0.8263796950342563	False
Q410_R63	Q410_R63_C10	6	-0.8312682276333987	False
Q410_R76	Q410_R76_C1	4	-0.5255890360896669	False
Q410_R76	Q410_R76_C2	3	-0.4647671470271683	False
Q410_R76	Q410_R76_C3	7	-0.5564195688114106	False
Q410_R76	Q410_R76_C4	5	-0.5474014240077392	False
Q410_R76	Q410_R76_C5	1	0.32454299326157	True
Q410_R76	Q410_R76_C6	10	-0.9154958797598404	False
Q410_R76	Q410_R76_C7	2	0.0218157679802517	True
Q410_R76	Q410_R76_C8	9	-0.8835659718124469	False
Q410_R76	Q410_R76_C9	6	-0.5539900913256588	False
Q410_R76	Q410_R76_C10	8	-0.6255004850767203	False
Q410_R85	Q410_R85_C1	5	-0.4461465665406554	False
Q410_R85	Q410_R85_C2	2	-0.0598810833906657	False
Q410_R85	Q410_R85_C3	3	-0.2084256800932928	False
Q410_R85	Q410_R85_C4	9	-0.5551242004718024	False
Q410_R85	Q410_R85_C5	7	-0.4927974856968369	False
Q410_R85	Q410_R85_C6	8	-0.5191550616960943	False
Q410_R85	Q410_R85_C7	10	-0.5720165732696636	False
Q410_R85	Q410_R85_C8	4	-0.4182630035650737	False
Q410_R85	Q410_R85_C9	6	-0.4526568725350786	False
Q410_R85	Q410_R85_C10	1	0.037607699856945	True
Q410_R111	Q410_R111_C1	9	-0.5582901742015602	False
Q410_R111	Q410_R111_C2	2	0.0463427656431296	True
Q410_R111	Q410_R111_C3	7	-0.4179640663602351	False
Q410_R111	Q410_R111_C4	10	-0.5708924334208441	False
Q410_R111	Q410_R111_C5	8	-0.5082855298694802	False
Q410_R111	Q410_R111_C6	3	-0.0681906311492928	False
Q410_R111	Q410_R111_C7	4	-0.1751473606205105	False
Q410_R111	Q410_R111_C8	6	-0.3593280581427276	False
Q410_R111	Q410_R111_C9	5	-0.3264413085762224	False
Q410_R111	Q410_R111_C10	1	0.2976877154093975	True
Q410_R127	Q410_R127_C1	6	-0.6177056660260947	False
Q410_R127	Q410_R127_C2	9	-0.8027973138948039	False
Q410_R127	Q410_R127_C3	3	0.314380814795907	True
Q410_R127	Q410_R127_C4	1	0.489538523743305	True
Q410_R127	Q410_R127_C5	10	-0.9402927978771084	False
Q410_R127	Q410_R127_C6	2	0.4329326342797106	True
Q410_R127	Q410_R127_C7	5	-0.3139468536858341	False
